Word_Count,TTR,Avg_Sent_Len,VADER_Compound,Noun,Verb,Adj,Adv,NRC_fear,NRC_anger,NRC_joy,NRC_sadness,NRC_surprise,NRC_trust,emotional,violence,family,science,death,negative_emotion,positive_emotion,id,Group
417,0.4844124700239808,8.26865671641791,0.9897,0.23980815347721823,0.21103117505995203,0.08633093525179857,0.0671462829736211,0.007194244604316547,0.007194244604316547,0.011990407673860911,0.007194244604316547,0.009592326139088728,0.023980815347721823,0.0018083182640144665,0.0018083182640144665,0.0018083182640144665,0.0,0.003616636528028933,0.003616636528028933,0.0018083182640144665,4,Human
540,0.5555555555555556,19.147058823529413,0.9971,0.2722222222222222,0.23148148148148148,0.06111111111111111,0.037037037037037035,0.022222222222222223,0.014814814814814815,0.03888888888888889,0.022222222222222223,0.022222222222222223,0.03148148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0018281535648994515,4,AI_GPT_Mini
513,0.5964912280701754,17.13888888888889,0.9936,0.2807017543859649,0.19298245614035087,0.08771929824561403,0.037037037037037035,0.029239766081871343,0.02729044834307992,0.03313840155945419,0.029239766081871343,0.01364522417153996,0.04483430799220273,0.005825242718446602,0.001941747572815534,0.0,0.001941747572815534,0.007766990291262136,0.001941747572815534,0.003883495145631068,4,AI_Gemini_Flash
411,0.5231143552311436,20.695652173913043,0.9423,0.22627737226277372,0.24817518248175183,0.072992700729927,0.058394160583941604,0.031630170316301706,0.0267639902676399,0.0170316301703163,0.0170316301703163,0.0072992700729927005,0.0170316301703163,0.0048543689320388345,0.009708737864077669,0.0,0.0024271844660194173,0.0024271844660194173,0.0048543689320388345,0.0,4,AI_Claude_Haiku
372,0.6639784946236559,10.804347826086957,-0.3055,0.260752688172043,0.22849462365591397,0.09946236559139784,0.03494623655913978,0.02956989247311828,0.010752688172043012,0.03494623655913978,0.01881720430107527,0.005376344086021506,0.03763440860215054,0.0,0.0,0.0,0.007832898172323759,0.0,0.0026109660574412533,0.0026109660574412533,4,AI_Claude_Sonnet
30,0.8333333333333334,17.5,-0.802,0.43333333333333335,0.1,0.1,0.0,0.06666666666666667,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,4,AI_Gemini_Pro
367,0.4986376021798365,15.233333333333333,0.9638,0.17438692098092642,0.20435967302452315,0.0681198910081744,0.07629427792915532,0.005449591280653951,0.005449591280653951,0.01634877384196185,0.010899182561307902,0.0027247956403269754,0.02452316076294278,0.0,0.002197802197802198,0.002197802197802198,0.0,0.004395604395604396,0.01098901098901099,0.006593406593406593,3,Human
537,0.5307262569832403,27.208333333333332,0.9981,0.2756052141527002,0.17318435754189945,0.05772811918063315,0.061452513966480445,0.020484171322160148,0.00931098696461825,0.04283054003724395,0.0260707635009311,0.01675977653631285,0.035381750465549346,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.00546448087431694,3,AI_GPT_Mini
444,0.5720720720720721,18.892857142857142,-0.8705,0.28378378378378377,0.1891891891891892,0.09009009009009009,0.0472972972972973,0.02927927927927928,0.018018018018018018,0.02927927927927928,0.036036036036036036,0.009009009009009009,0.03153153153153153,0.0,0.0,0.0,0.004464285714285714,0.008928571428571428,0.002232142857142857,0.002232142857142857,3,AI_Gemini_Flash
467,0.5289079229122056,16.90909090909091,0.5106,0.22055674518201285,0.1777301927194861,0.08779443254817987,0.057815845824411134,0.03640256959314775,0.017130620985010708,0.029978586723768737,0.04068522483940043,0.010706638115631691,0.03640256959314775,0.004219409282700422,0.002109704641350211,0.0,0.0,0.002109704641350211,0.002109704641350211,0.002109704641350211,3,AI_Claude_Haiku
